recording_id,dataset,subject,status,error,n_channels,sfreq,n_samples,critical_slowing_ar1,emg_beta_gamma_fraction,emg_index,emg_kurtosis,exponent_high,exponent_low,lempel_ziv,multiscale_entropy_slope,pac_slow_alpha,relative_alpha_power,relative_delta_power,spatial_participation_ratio,spectral_edge_95,spectral_entropy,uce_v1,whole_head_exponent,wpli_alpha
SC4082E0-PSG@N2,sleep_edfx_five_stage,SC4082E0-PSG,ok,,2,100,12000,0.7875384447,0.008466872992,0.3975162812,3.685282312,2.751579004,2.197335532,0.4144105298,0.2353283559,0.0004804103023,0.04494186382,0.8047652113,0.767166363,12.12863546,0.5839526066,,2.477548628,0.2227336993
SC4082E0-PSG@N3,sleep_edfx_five_stage,SC4082E0-PSG,ok,,2,100,12000,0.9228893044,0.001050806446,0.06230548025,0.1409796173,1.391860429,3.120935106,0.2416702689,0.3258334305,0.001398259724,0.007639157119,0.9577035715,0.633035721,3.701706158,0.3612313194,,3.323026082,0.2007223097
SC4082E0-PSG@REM,sleep_edfx_five_stage,SC4082E0-PSG,ok,,2,100,12000,0.6635759701,0.04067062194,0.3646050898,2.210680599,1.993435917,1.741624,0.4600870411,0.1952876034,0.0008490300988,0.08998450911,0.6713277497,0.6249878033,19.40530978,0.6739335739,,1.914832241,-0.001012533042
SC4082E0-PSG@W,sleep_edfx_five_stage,SC4082E0-PSG,ok,,2,100,12000,0.5946990383,0.1074150271,0.4145679329,2.593513775,0.5336784354,1.944519422,0.5232036749,0.09670713449,0.001877036594,0.02010522316,0.8369429228,0.5461660036,9.539670981,0.581365836,,1.261507905,0.002759710054
SC4091E0-PSG@N1,sleep_edfx_five_stage,SC4091E0-PSG,ok,,2,100,12000,0.320128034,0.1706539884,0.1965704791,0.2861520786,2.630643088,1.302041738,0.6050061543,0.03149087532,0.0004567505481,0.08037673991,0.478492819,0.8068113176,32.17079908,0.8057196038,,1.217477397,0.07586544093
SC4091E0-PSG@N2,sleep_edfx_five_stage,SC4091E0-PSG,ok,,2,100,12000,0.6841550383,0.01312566826,0.3987890284,3.639346235,2.695244737,1.946170513,0.4962130092,0.1334155351,0.0002750500711,0.04164336861,0.7426679599,0.7025452572,14.37476595,0.627477604,,2.301025515,0.4312146801
SC4091E0-PSG@N3,sleep_edfx_five_stage,SC4091E0-PSG,ok,,2,100,12000,0.8735886318,0.003296182967,0.1627268517,0.4752690045,1.943568531,2.741700942,0.279457201,0.3336181294,0.0007824396361,0.01536780249,0.9164623011,0.774377799,5.449250649,0.4661312707,,2.801757509,0.4210515007
SC4091E0-PSG@REM,sleep_edfx_five_stage,SC4091E0-PSG,ok,,2,100,12000,0.6619281443,0.04109389732,0.389103999,2.803931679,1.988143535,1.941989195,0.4957977682,0.1897980725,0.0005515798954,0.07644144459,0.691260441,0.8174003826,18.06096839,0.6672737686,,1.71173376,0.07204407859
SC4091E0-PSG@W,sleep_edfx_five_stage,SC4091E0-PSG,ok,,2,100,12000,0.3573790189,0.3227009416,0.4212317223,1.08230304,-0.4322097903,1.112536368,0.7818988253,-0.03854526515,0.0006637974593,0.05745684561,0.5499160332,0.7387218676,39.95073879,0.7979997199,,0.2293016015,-0.001562232382
SC4092E0-PSG@N1,sleep_edfx_five_stage,SC4092E0-PSG,ok,,2,100,12000,0.2124263311,0.3064269173,0.6201178306,14.10773565,0.3599501733,1.014119835,0.6631398959,-0.03389133537,0.0007165385246,0.07563653213,0.3863113876,0.7173771036,42.23980326,0.8457804828,,0.4667204763,0.01527714086
SC4092E0-PSG@N2,sleep_edfx_five_stage,SC4092E0-PSG,ok,,2,100,12000,0.6400244827,0.02495393321,0.3705784065,2.523643931,2.052794034,1.656737223,0.6058366363,0.1192987756,0.0004742377653,0.07289702655,0.6107010143,0.6614842856,15.18067512,0.695926252,,2.01896391,0.382119754
SC4092E0-PSG@N3,sleep_edfx_five_stage,SC4092E0-PSG,ok,,2,100,12000,0.8537865414,0.004355825443,0.1320144589,0.3507546322,1.701567293,2.638107431,0.3297013634,0.3214043943,0.0009027690542,0.02006334741,0.8996394943,0.6817663221,6.571252965,0.4862120643,,2.763288434,0.3895869377
SC4092E0-PSG@REM,sleep_edfx_five_stage,SC4092E0-PSG,ok,,2,100,12000,0.5678214457,0.121662268,0.5227405477,12.12660289,1.558848133,1.531480119,0.6108195284,0.0590736332,0.0003281773657,0.1239557239,0.5078884373,0.7597020277,33.2094966,0.7990373855,,1.428070068,0.262194314
SC4092E0-PSG@W,sleep_edfx_five_stage,SC4092E0-PSG,ok,,2,100,12000,0.1712111118,0.5020521449,0.3913579817,0.3901705847,-0.4250695243,0.6939228991,0.9023187188,-0.07301284249,0.0006788072032,0.07182104718,0.2521529678,0.7192483801,42.5270334,0.9513008684,,-0.1404238283,-0.000447981172
SC4102E0-PSG@N1,sleep_edfx_five_stage,SC4102E0-PSG,ok,,2,100,12000,0.3926851259,0.1681832237,0.5123036501,5.964956067,1.369164225,1.312936925,0.6083280824,0.09104283841,0.0003398136558,0.08552357241,0.5908434404,0.7993973594,34.79412494,0.7424428968,,1.000042803,0.04913946436
SC4102E0-PSG@N2,sleep_edfx_five_stage,SC4102E0-PSG,ok,,2,100,12000,0.8231056436,0.00623957798,0.1884781911,0.5891096516,2.53217578,2.407695808,0.383682695,0.2593003313,0.0007496511318,0.03460855154,0.8494740712,0.8087953119,9.130117851,0.5404589792,,2.628084681,0.006941890219
SC4102E0-PSG@N3,sleep_edfx_five_stage,SC4102E0-PSG,ok,,2,100,12000,0.8976581982,0.002471122776,0.04439355027,0.09447027162,2.485353177,2.832971899,0.2861010572,0.3341952568,0.0003298634038,0.01168587531,0.9269072012,0.7962696643,4.946406544,0.4565525956,,2.898543289,0.06792295725
SC4102E0-PSG@REM,sleep_edfx_five_stage,SC4102E0-PSG,ok,,2,100,12000,0.6625053539,0.03842136391,0.3568017866,2.078649103,2.456499312,2.148175677,0.4360030625,0.1217165093,0.0001117786837,0.03200711207,0.7895676404,0.6057255391,11.07303571,0.5866869513,,1.628872218,-0.002073859262
SC4102E0-PSG@W,sleep_edfx_five_stage,SC4102E0-PSG,ok,,2,100,12000,0.3959985526,0.1959239542,0.4536218338,2.464039793,0.3692860349,1.630523878,0.6079128414,0.01366974024,0.001535316808,0.03957839215,0.7388847573,0.6184150724,27.43034898,0.6643143791,,1.20860765,0.002260531146
SC4111E0-PSG@N1,sleep_edfx_five_stage,SC4111E0-PSG,ok,,2,100,12000,0.6143003493,0.05510854157,0.3062978241,1.25982116,1.686998414,1.825680325,0.5219579519,0.103315341,0.0003980261567,0.06489000266,0.6279263424,0.6720245335,19.75384707,0.6880767176,,1.626297344,0.1257960817
SC4111E0-PSG@N2,sleep_edfx_five_stage,SC4111E0-PSG,ok,,2,100,12000,0.5951325446,0.1077209958,0.4763221241,5.448419995,-0.2900664993,1.784011824,0.313506964,0.03386647923,0.0003384576995,0.04753625011,0.6983013196,0.7082187359,35.19401911,0.672086919,,1.253336107,-0.0004215308163
SC4111E0-PSG@N3,sleep_edfx_five_stage,SC4111E0-PSG,ok,,2,100,12000,0.8870061373,0.002990900333,0.08333642815,0.1957173555,1.371886419,2.899633357,0.3380061837,0.3192649364,0.0007926665592,0.0172810468,0.9225121458,0.7590156801,5.171698493,0.4155987354,,2.900940866,0.4002218158
SC4111E0-PSG@REM,sleep_edfx_five_stage,SC4111E0-PSG,ok,,2,100,12000,0.5659216036,0.07559724402,-0.1632479739,-0.6725014437,0.9388443451,1.832553476,0.3608444393,0.04562527527,0.0004449018466,0.08670422807,0.6084115121,0.5594371506,31.61223505,0.7177463147,,1.544758269,0.08997561917
SC4111E0-PSG@W,sleep_edfx_five_stage,SC4111E0-PSG,ok,,2,100,12000,0.4322029671,0.3307177827,0.426527316,1.093525529,-0.5728470848,1.245788627,0.665216101,0.03198777803,0.001046004519,0.05631391915,0.5263851093,0.73140649,41.04542607,0.7974379037,,0.3780307523,-0.001199208298
SC4112E0-PSG@N1,sleep_edfx_five_stage,SC4112E0-PSG,ok,,2,100,12000,0.5129681385,0.07773561336,0.3245085613,1.332532936,1.18389478,1.494656929,0.6735209212,0.03078177136,0.001146944895,0.1205976605,0.4547050853,0.7208729913,26.69211878,0.7912250539,,1.282468541,0.2528185854
SC4112E0-PSG@N2,sleep_edfx_five_stage,SC4112E0-PSG,ok,,2,100,12000,0.7207648021,0.01620809721,0.3848371342,3.056238468,1.188300492,2.094281536,0.524864639,0.1151032354,0.0002669952387,0.07102038424,0.6961416226,0.760016622,13.58033192,0.6227913343,,2.161182868,0.3197595367
SC4112E0-PSG@N3,sleep_edfx_five_stage,SC4112E0-PSG,ok,,2,100,12000,0.8554853372,0.005385664856,0.1696201302,0.5011737576,1.048715011,2.699010256,0.2944058774,0.2693167472,0.001289928439,0.02396782287,0.8965722613,0.7642040515,6.6022791,0.4368756499,,2.665632959,0.4497694639
SC4112E0-PSG@REM,sleep_edfx_five_stage,SC4112E0-PSG,ok,,2,100,12000,0.6735068763,0.03706037756,0.4008947755,3.250420736,1.492482625,1.903762918,0.5925489239,0.09084660654,0.0004887569225,0.07284351159,0.6261522356,0.7540130457,17.5626445,0.6938503288,,1.839209732,0.1880939794
SC4112E0-PSG@W,sleep_edfx_five_stage,SC4112E0-PSG,ok,,2,100,12000,0.4034664564,0.292849363,0.4639211059,1.73967235,-0.3296807868,1.275843343,0.7623824978,0.003174965691,0.0003638797965,0.05592091082,0.5650837297,0.6390489851,38.91860041,0.7901160872,,0.4833942718,-0.001902960912
SC4121E0-PSG@N1,sleep_edfx_five_stage,SC4121E0-PSG,ok,,2,100,12000,0.8019479516,0.01111498008,0.4472092722,7.569242012,1.898716869,2.350590143,0.4966282502,0.1303558779,0.000918502804,0.04375496642,0.7688856279,0.695925191,10.03569154,0.5836230307,,2.42243923,0.04779881002
SC4121E0-PSG@N2,sleep_edfx_five_stage,SC4121E0-PSG,ok,,2,100,12000,0.7943524928,0.01361745903,0.3378581561,1.959445416,2.082295801,2.362360403,0.4791881277,0.22785519,0.0007475885902,0.06110850406,0.7250609213,0.800953357,10.59884201,0.6395304644,,2.220519183,0.09803171398
SC4121E0-PSG@N3,sleep_edfx_five_stage,SC4121E0-PSG,ok,,2,100,12000,0.9201511939,0.001967970892,0.1017406312,0.2523689992,1.366276877,3.204439839,0.2968973235,0.3586247679,0.0004376454406,0.008560878852,0.9218913244,0.7331262429,4.710027344,0.4671323121,,3.112708537,0.008560997467
SC4121E0-PSG@REM,sleep_edfx_five_stage,SC4121E0-PSG,ok,,2,100,12000,0.6933053377,0.03219642998,0.3613584829,2.231232167,1.919608781,1.963076487,0.560160125,0.1579655666,0.0002589590091,0.07620331125,0.6299291311,0.6503739905,16.23800412,0.7097115895,,1.739052707,-0.002871257535
SC4121E0-PSG@W,sleep_edfx_five_stage,SC4121E0-PSG,ok,,2,100,12000,0.3663107186,0.1805295961,0.3811135841,1.390614859,0.4910529316,1.168734036,0.8180247934,-0.0411171089,0.001595224681,0.08354552171,0.5313953642,0.5866803676,37.91392933,0.8056576984,,0.8792138537,0.03850062016
SC4122E0-PSG@N1,sleep_edfx_five_stage,SC4122E0-PSG,ok,,2,100,12000,0.7680038117,0.01418359564,0.4170109793,4.550571237,2.602013988,2.335319452,0.5319237362,0.1935545762,0.0004913197667,0.03492231855,0.7038708693,0.6679183529,9.802373969,0.6529548552,,2.181817956,0.0140261797
SC4122E0-PSG@N2,sleep_edfx_five_stage,SC4122E0-PSG,ok,,2,100,12000,0.8376104505,0.007138465444,0.3561064614,2.390686311,1.805120001,2.456759159,0.4596718001,0.194511675,0.0002905543983,0.03910883604,0.8093079153,0.6756916122,9.213426556,0.6075315478,,2.492595647,0.09156145529
SC4122E0-PSG@N3,sleep_edfx_five_stage,SC4122E0-PSG,ok,,2,100,12000,0.9223443759,0.001715547914,-0.03316033184,-0.07300306346,2.590349754,3.045655935,0.246653161,0.3916548387,0.0006626471252,0.008136778376,0.9282479167,0.8724435151,4.698709285,0.4502268075,,3.142538336,0.04195514066
SC4122E0-PSG@REM,sleep_edfx_five_stage,SC4122E0-PSG,ok,,2,100,12000,0.7031566273,0.03163577504,0.3218777116,1.578114605,1.516881554,2.072368942,0.5061787935,0.1485980892,0.00101232429,0.05388404958,0.7784507446,0.5677502294,13.13253501,0.5969764034,,1.888231409,-0.002458044684
SC4122E0-PSG@W,sleep_edfx_five_stage,SC4122E0-PSG,ok,,2,100,12000,0.6782857934,0.06774718173,0.020422059,-0.02764684866,0.6526940816,2.012290502,0.5041025884,0.2346377014,0.001937654109,0.0218980979,0.8632257048,0.5193005672,6.551074354,0.5767067608,,1.695613203,9.917279593e-05
SC4131E0-PSG@N1,sleep_edfx_five_stage,SC4131E0-PSG,ok,,2,100,12000,0.3368460044,0.167307768,0.1171329763,0.07176332661,2.449423914,1.314274264,0.6353187481,0.0439143628,0.0002611392966,0.087680334,0.4551621532,0.7958754347,35.10103615,0.8359603737,,1.255748539,0.01594386107
SC4131E0-PSG@N2,sleep_edfx_five_stage,SC4131E0-PSG,ok,,2,100,12000,0.715278511,0.01597083656,0.3123188667,1.555367772,1.732300755,1.912447091,0.5306780132,0.1652983922,0.0003571134825,0.1034234629,0.6389835184,0.7774455676,14.13674532,0.6836550669,,2.171422285,-0.0009455327236
SC4131E0-PSG@N3,sleep_edfx_five_stage,SC4131E0-PSG,ok,,2,100,12000,0.8697466167,0.00470619478,0.04151007198,0.08496813976,0.9556570223,2.821536647,0.3106002769,0.2915255042,0.0005368306736,0.02679097666,0.8627724722,0.7996197623,7.104636407,0.5028677634,,2.765847708,0.1445095344
SC4131E0-PSG@REM,sleep_edfx_five_stage,SC4131E0-PSG,ok,,2,100,12000,0.5727525854,0.07560770971,0.3619898684,1.843914811,2.761227991,1.640436478,0.6419626043,0.1027707094,0.00034638399,0.07765856247,0.5366797479,0.8650438272,24.88996782,0.756297481,,1.521678568,-0.001510149732
SC4131E0-PSG@W,sleep_edfx_five_stage,SC4131E0-PSG,ok,,2,100,12000,0.2496847669,0.2590354572,0.4558244004,1.878636763,0.2149796313,1.275940562,0.8475069052,-0.03704158887,0.000377982185,0.05872067621,0.5353693236,0.6213925585,38.92529336,0.8194430903,,0.4349494605,0.007384687251
SC4141E0-PSG@N1,sleep_edfx_five_stage,SC4141E0-PSG,ok,,2,100,12000,0.5267050481,0.06825388186,0.4729030882,7.166751647,2.107183692,1.305441474,0.6407168813,0.03704201815,0.0009532942469,0.1175992838,0.5542477302,0.8469703295,25.94251826,0.7663196864,,1.630609511,-0.00591101112
SC4141E0-PSG@N2,sleep_edfx_five_stage,SC4141E0-PSG,ok,,2,100,12000,0.7050933009,0.01654840087,0.2937089928,1.330293925,1.825263147,1.810124719,0.5460419306,0.1770743604,0.000366488755,0.1325265337,0.6321107209,0.6731319745,13.68093524,0.6948003092,,2.089430025,0.3968714124
SC4141E0-PSG@N3,sleep_edfx_five_stage,SC4141E0-PSG,ok,,2,100,12000,0.8466999732,0.004543739922,0.1828141471,0.5651523325,1.571423843,2.612564355,0.3903265511,0.2790555667,0.0004281397947,0.03367165804,0.8612417965,0.738149345,8.558624188,0.5418671321,,2.705192053,0.2214632473
SC4141E0-PSG@REM,sleep_edfx_five_stage,SC4141E0-PSG,ok,,2,100,12000,0.6320229954,0.04907321228,0.1700632232,0.410543144,1.240755494,1.74124825,0.5813374166,0.1389359056,0.0002127381491,0.09212311303,0.6173338752,0.7249780604,21.49120067,0.7289031961,,1.623230262,0.07155724848
SC4141E0-PSG@W,sleep_edfx_five_stage,SC4141E0-PSG,ok,,2,100,12000,0.471961164,0.1948014204,0.4534415741,2.473207838,-0.2403580161,1.418758518,0.6220310358,0.01835235121,0.002001079591,0.0557378439,0.6801674336,0.7037187063,34.08883026,0.706833036,,1.019646919,0.02566614232
SC4151E0-PSG@N1,sleep_edfx_five_stage,SC4151E0-PSG,ok,,2,100,12000,0.6756751802,0.03692935837,0.2303049576,0.735148817,1.78759803,2.055750236,0.4397402316,0.1730436588,0.0004495092498,0.08366973525,0.6263900798,0.6695331891,19.537005,0.699302717,,1.919018372,0.3588184095
SC4151E0-PSG@N2,sleep_edfx_five_stage,SC4151E0-PSG,ok,,2,100,12000,0.7882913893,0.004183975882,0.4045504722,4.126022455,2.728526769,2.477226904,0.4339268574,0.2591361067,0.0003304968805,0.05556240491,0.7620955505,0.6613960233,12.96329169,0.6019050012,,2.785868892,0.8514394938
SC4151E0-PSG@N3,sleep_edfx_five_stage,SC4151E0-PSG,ok,,2,100,12000,0.9262065829,0.0008683307401,-0.004351546776,-0.009663921787,1.908814254,3.351612888,0.2520512942,0.3290922623,0.001772708776,0.01143204465,0.934788417,0.7051209775,4.522044207,0.4329191116,,3.468634447,0.7733638606
SC4151E0-PSG@REM,sleep_edfx_five_stage,SC4151E0-PSG,ok,,2,100,12000,0.7706054534,0.01992836386,0.2487215876,0.9139298525,2.159907604,2.364161248,0.4625784872,0.2293831168,0.0004552670609,0.05454962469,0.6198365621,0.63494714,11.53074873,0.6884992125,,1.917861877,0.4511812512
SC4151E0-PSG@W,sleep_edfx_five_stage,SC4151E0-PSG,ok,,2,100,12000,0.1908745928,0.2604034235,0.5652995732,6.703906394,0.5799424944,1.175596151,0.8354649159,-0.03509130121,0.0001575407937,0.07808186899,0.4439551593,0.6555653831,40.12456882,0.8550733594,,0.5247917652,0.1841568986
SC4152E0-PSG@N1,sleep_edfx_five_stage,SC4152E0-PSG,ok,,2,100,12000,0.5724526375,0.07007897447,0.07283600833,0.08177463567,1.485580574,1.718135487,0.5481181357,0.08950159115,0.0003285337145,0.08141233147,0.5203394524,0.6983303898,25.80221506,0.7676798631,,1.458656733,0.2734822958
SC4152E0-PSG@N2,sleep_edfx_five_stage,SC4152E0-PSG,ok,,2,100,12000,0.7045525935,0.01979338545,0.3553657082,2.235597066,1.171242191,2.055471057,0.561405848,0.1946640816,0.0004237366647,0.1256315764,0.6271443021,0.6814875263,13.15581243,0.6920213739,,2.029907446,0.824802528
SC4152E0-PSG@N3,sleep_edfx_five_stage,SC4152E0-PSG,ok,,2,100,12000,0.867073537,0.003593753752,0.1246981465,0.3259127111,0.984289235,2.868325871,0.3085240718,0.3320761834,0.0008243742591,0.02166394482,0.9039732496,0.69176143,6.01971388,0.477500623,,2.956449322,0.7348970317
SC4152E0-PSG@REM,sleep_edfx_five_stage,SC4152E0-PSG,ok,,2,100,12000,0.6284020644,0.05892622028,0.2392543354,0.7228975948,0.924656679,1.86071902,0.5767697655,0.1699029803,0.0003442537362,0.07160740658,0.5564808409,0.6655084005,26.50218678,0.7474707734,,1.34267423,0.3110738995
SC4152E0-PSG@W,sleep_edfx_five_stage,SC4152E0-PSG,ok,,2,100,12000,0.2915077718,0.4044663806,0.5037253912,1.518792724,-0.3916688658,0.892447295,0.8649470277,-0.1068395324,0.0005387445498,0.0587617728,0.496850292,0.6298370415,40.69724184,0.8283725236,,0.1298506481,0.04297613345
SC4161E0-PSG@N1,sleep_edfx_five_stage,SC4161E0-PSG,ok,,2,100,12000,0.5492831229,0.05978832401,0.4554597404,5.717322302,3.02054007,1.522437529,0.4712985485,0.1434703859,0.001378499782,0.05554497824,0.6771727119,0.6810663602,21.01981342,0.6613311204,,1.751435874,0.004242400439
SC4161E0-PSG@N2,sleep_edfx_five_stage,SC4161E0-PSG,ok,,2,100,12000,0.7016760927,0.01663973943,0.3083080752,1.499852577,2.609524367,1.822891039,0.4073514326,0.1979537077,0.0003153942786,0.09238744798,0.7230423041,0.8118064871,13.75662074,0.6141829647,,2.256913031,0.3014757322
SC4161E0-PSG@N3,sleep_edfx_five_stage,SC4161E0-PSG,ok,,2,100,12000,0.810574985,0.004893381076,0.182816994,0.564310217,2.485162598,2.416471752,0.3076935898,0.2952542878,0.001075834061,0.03509085447,0.8737691099,0.8118745423,9.605182014,0.471358168,,2.702200614,0.4395049234
SC4161E0-PSG@REM,sleep_edfx_five_stage,SC4161E0-PSG,ok,,2,100,12000,0.5541665109,0.06422358824,0.4510135759,5.16536357,2.316551938,1.558704247,0.4675613794,0.1312561337,0.0008255155709,0.05380877115,0.7356440754,0.7486567464,20.78336815,0.64198348,,1.687520417,0.002000329011
SC4161E0-PSG@W,sleep_edfx_five_stage,SC4161E0-PSG,ok,,2,100,12000,0.5430166041,0.1084065091,0.4034926064,2.317615618,0.1912136437,1.885967544,0.41856294,0.1590899995,0.001040537276,0.03013886638,0.7626050273,0.8858866093,28.44415077,0.6016256057,,0.7989773971,0.001156316623
SC4162E0-PSG@N1,sleep_edfx_five_stage,SC4162E0-PSG,ok,,2,100,12000,0.3210360398,0.1559034296,0.5523381603,18.52091424,1.141413819,1.07970427,0.5555924739,0.03789098073,0.0004843496055,0.07861066747,0.5392178197,0.8771147711,37.37220424,0.7362830759,,0.8921186341,0.008106685655
SC4162E0-PSG@N2,sleep_edfx_five_stage,SC4162E0-PSG,ok,,2,100,12000,0.6276186742,0.02077646945,0.2068194224,0.6470730182,1.742529221,1.653333907,0.5439657255,0.112443204,0.001161736985,0.1080884667,0.5994564046,0.7123906601,14.54462031,0.6919009334,,2.051376513,0.3690367948
SC4162E0-PSG@N3,sleep_edfx_five_stage,SC4162E0-PSG,ok,,2,100,12000,0.7940888837,0.005903394168,0.005504700997,0.005132212946,1.111250061,2.459131533,0.316828892,0.2758890109,0.0005422441987,0.037901945,0.8634684868,0.7868334766,10.31540903,0.4639373604,,2.575850484,0.4605095093
SC4162E0-PSG@REM,sleep_edfx_five_stage,SC4162E0-PSG,ok,,2,100,12000,0.479667557,0.09653714702,0.5094411909,11.8775098,2.128366806,1.421133722,0.5705411503,0.07309577667,0.0004656235774,0.08158353286,0.534010585,0.8804912518,29.22037429,0.7840006722,,1.462196987,0.01665260696
SC4162E0-PSG@W,sleep_edfx_five_stage,SC4162E0-PSG,ok,,2,100,12000,0.4008149468,0.2232114192,0.4627906728,2.359875525,0.09004703215,1.286419145,0.7420356882,-0.0479368598,0.001537432966,0.03815528224,0.6404774908,0.5401121041,37.28736996,0.7451442459,,0.4009179847,0.006122069972
SC4172E0-PSG@N1,sleep_edfx_five_stage,SC4172E0-PSG,ok,,2,100,12000,0.5849160032,0.08465657979,0.5057537115,12.67069758,0.8491273298,1.605619834,0.698435382,-0.01875373951,0.0004121743648,0.09633624289,0.4800157062,0.9985065421,32.52784262,0.7581522428,,1.268725858,0.002465620326
SC4172E0-PSG@N2,sleep_edfx_five_stage,SC4172E0-PSG,ok,,2,100,12000,0.8122019221,0.01064058387,0.2411433248,0.89267068,1.554808901,2.371015619,0.5049330704,0.1956219689,0.000324876288,0.06495392499,0.6940805939,0.6714061702,11.55828689,0.638594177,,2.196820613,0.2562302322
SC4172E0-PSG@N3,sleep_edfx_five_stage,SC4172E0-PSG,ok,,2,100,12000,0.887353293,0.003066667474,0.1208661388,0.3134832909,1.719683083,2.944984621,0.313506964,0.3372829978,0.0006161079191,0.02477974668,0.8712391702,0.6991990525,6.77600178,0.4994336743,,2.853818418,0.2506562102
SC4172E0-PSG@REM,sleep_edfx_five_stage,SC4172E0-PSG,ok,,2,100,12000,0.7844900023,0.03560309904,0.3285376589,1.641814022,2.172450202,2.049515672,0.3550310651,0.1474851286,0.006987295846,0.05406414133,0.644545346,0.6328381515,14.76889794,0.6765767055,,1.872134884,-0.002746576818
SC4172E0-PSG@W,sleep_edfx_five_stage,SC4172E0-PSG,ok,,2,100,12000,0.5136770039,0.1368188516,0.4468798826,3.114225948,0.1262454054,1.726821393,0.6419626043,0.05991017656,0.003733326155,0.04760216472,0.6284610735,0.9641870598,37.29554331,0.7338281068,,0.9611160563,0.01951684648
SC4181E0-PSG@N1,sleep_edfx_five_stage,SC4181E0-PSG,ok,,2,100,12000,0.6188189423,0.05224564984,0.3339413337,1.601707358,1.171310892,1.622483095,0.6378101942,0.01889268334,0.000491369236,0.1801234707,0.3978843988,0.8179211233,21.99249254,0.7643626526,,1.552551092,0.4493751134
SC4181E0-PSG@N2,sleep_edfx_five_stage,SC4181E0-PSG,ok,,2,100,12000,0.6891188844,0.07868897503,0.4907723261,9.293962335,0.4000874921,1.749594277,0.52527988,0.09901939833,0.0007077445977,0.07753750017,0.5331646339,0.7974138275,30.16298858,0.7504428956,,1.617285447,0.4132628278
SC4181E0-PSG@N3,sleep_edfx_five_stage,SC4181E0-PSG,ok,,2,100,12000,0.910748013,0.001585291859,0.01461742214,0.02843578926,1.075553328,3.275218469,0.2337806897,0.368819096,0.0009661918566,0.01518409563,0.9251609775,0.6870255311,5.073484074,0.4109729108,,3.233499851,0.5167587206
SC4181E0-PSG@REM,sleep_edfx_five_stage,SC4181E0-PSG,ok,,2,100,12000,0.7404274495,0.02869823763,0.2317296373,0.7691632487,1.059507496,2.117372648,0.5119921676,0.1751943055,0.0002499762227,0.0526607058,0.6154288989,0.6956250825,13.13757157,0.6923434715,,1.730448469,0.2465243298
SC4181E0-PSG@W,sleep_edfx_five_stage,SC4181E0-PSG,ok,,2,100,12000,0.506527405,0.2651799626,0.460354084,1.902995298,-0.1028554465,1.509608996,0.6980201409,0.04442106553,0.0011736104,0.03484597674,0.7397255655,0.6004701348,32.20685434,0.650414507,,0.8888255702,0.0398191284
SC4182E0-PSG@N1,sleep_edfx_five_stage,SC4182E0-PSG,ok,,2,100,12000,0.7092600827,0.03416192511,0.2995495549,1.298518662,0.8582464468,1.974063597,0.5913032009,0.1566154161,0.0001601037868,0.06636485733,0.5249559188,0.7358391902,15.03053299,0.7292293338,,1.626671239,0.2190933995
SC4182E0-PSG@N2,sleep_edfx_five_stage,SC4182E0-PSG,ok,,2,100,12000,0.7318055531,0.01699414301,0.3841747266,3.021803165,1.45324594,2.093141185,0.5506095817,0.1134228856,0.0009969852888,0.1202760096,0.5605128663,0.6560417528,12.86627854,0.6985901963,,2.018504185,0.5924715234
SC4182E0-PSG@N3,sleep_edfx_five_stage,SC4182E0-PSG,ok,,2,100,12000,0.8745655725,0.004394780106,0.1571910636,0.4492487868,0.7693585329,2.898762277,0.2823638881,0.3180051013,0.001330640894,0.0178624223,0.8861042156,0.6805460402,6.363358687,0.4708869854,,2.829213334,0.2803778148
SC4182E0-PSG@REM,sleep_edfx_five_stage,SC4182E0-PSG,ok,,2,100,12000,0.5667771212,0.1177732569,0.5109759863,9.436094734,0.1891485557,1.58106013,0.6074976004,0.1368438268,0.0003260394378,0.1098886281,0.520282805,0.9029212851,34.81107647,0.7602575635,,1.303524502,0.07260008635
SC4182E0-PSG@W,sleep_edfx_five_stage,SC4182E0-PSG,ok,,2,100,12000,0.4542767637,0.2729218158,0.4558216303,1.767947296,-0.2820872964,1.503054735,0.6390559173,-0.06681586839,0.001164658802,0.02941075791,0.7315921496,0.6497710042,33.35823844,0.6714816625,,0.283761948,0.004721222536
SC4191E0-PSG@N1,sleep_edfx_five_stage,SC4191E0-PSG,ok,,2,100,12000,0.476045603,0.07639468519,0.4188220809,3.188472494,2.10758021,1.341510906,0.6710294752,0.04172184551,0.0003693462305,0.08304343103,0.6523925054,0.5815230326,25.27116868,0.6447106073,,1.41011331,0.005140086246
SC4191E0-PSG@N2,sleep_edfx_five_stage,SC4191E0-PSG,ok,,2,100,12000,0.6988419667,0.02180067117,0.2576768517,0.9745404036,1.699432546,1.824840064,0.6340730251,0.1086429381,0.0005992241108,0.1458940073,0.6062429794,0.7361044823,13.69676845,0.7072898292,,1.9488088,0.4016104701
SC4191E0-PSG@N3,sleep_edfx_five_stage,SC4191E0-PSG,ok,,2,100,12000,0.8349710771,0.007060666208,0.06940806234,0.1517492506,0.7700661795,2.629321352,0.3625054034,0.2634006765,0.0003571036738,0.03630726324,0.846477902,0.7315824489,9.157737939,0.532711824,,2.701445003,0.492603553
