recording_id,subject,label,url,start_seconds,window_s,status,error,n_channels,sfreq,n_samples,alpha_peak_hz_wide,prominence
SC4151E0-PSG@N2,SC4151E0-PSG,N2,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4151E0-PSG.edf,46140.000,120.0,ok,,2,100,12000,13,12.50154087
SC4151E0-PSG@N3,SC4151E0-PSG,N3,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4151E0-PSG.edf,33870.000,120.0,ok,,2,100,12000,12.75,7.570435372
SC4151E0-PSG@REM,SC4151E0-PSG,REM,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4151E0-PSG.edf,43515.000,120.0,ok,,2,100,12000,7.25,1.643914075
SC4151E0-PSG@W,SC4151E0-PSG,W,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4151E0-PSG.edf,13350.000,120.0,ok,,2,100,12000,,
SC4152E0-PSG@N1,SC4152E0-PSG,N1,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4152E0-PSG.edf,58380.000,120.0,ok,,2,100,12000,7.75,2.773616831
SC4152E0-PSG@N2,SC4152E0-PSG,N2,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4152E0-PSG.edf,45240.000,120.0,ok,,2,100,12000,12.5,6.386884085
SC4152E0-PSG@N3,SC4152E0-PSG,N3,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4152E0-PSG.edf,34680.000,120.0,ok,,2,100,12000,12.5,4.506906574
SC4152E0-PSG@REM,SC4152E0-PSG,REM,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4152E0-PSG.edf,42735.000,120.0,ok,,2,100,12000,6.25,1.516415109
SC4152E0-PSG@W,SC4152E0-PSG,W,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4152E0-PSG.edf,72780.000,120.0,ok,,2,100,12000,14.5,4.670631028
SC4161E0-PSG@N1,SC4161E0-PSG,N1,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4161E0-PSG.edf,47925.000,120.0,ok,,2,100,12000,13.5,3.240184131
SC4161E0-PSG@N2,SC4161E0-PSG,N2,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4161E0-PSG.edf,39870.000,120.0,ok,,2,100,12000,13,1.338438647
SC4161E0-PSG@N3,SC4161E0-PSG,N3,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4161E0-PSG.edf,24570.000,120.0,ok,,2,100,12000,13.5,2.044365504
SC4161E0-PSG@REM,SC4161E0-PSG,REM,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4161E0-PSG.edf,32685.000,120.0,ok,,2,100,12000,14.5,1.667134848
SC4161E0-PSG@W,SC4161E0-PSG,W,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4161E0-PSG.edf,65910.000,120.0,ok,,2,100,12000,5.25,6.786006079
SC4162E0-PSG@N1,SC4162E0-PSG,N1,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4162E0-PSG.edf,47820.000,120.0,ok,,2,100,12000,13.5,1.314361094
SC4162E0-PSG@N2,SC4162E0-PSG,N2,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4162E0-PSG.edf,54840.000,120.0,ok,,2,100,12000,13.75,2.578457597
SC4162E0-PSG@N3,SC4162E0-PSG,N3,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4162E0-PSG.edf,35400.000,120.0,ok,,2,100,12000,13.25,2.255918548
SC4162E0-PSG@REM,SC4162E0-PSG,REM,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4162E0-PSG.edf,52365.000,120.0,ok,,2,100,12000,5.25,2.2541838
SC4162E0-PSG@W,SC4162E0-PSG,W,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4162E0-PSG.edf,15690.000,120.0,ok,,2,100,12000,6,2.689836065
SC4172E0-PSG@N1,SC4172E0-PSG,N1,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4172E0-PSG.edf,16575.000,120.0,ok,,2,100,12000,6.75,1.951879092
SC4172E0-PSG@N2,SC4172E0-PSG,N2,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4172E0-PSG.edf,55440.000,120.0,ok,,2,100,12000,12.25,2.931610374
SC4172E0-PSG@N3,SC4172E0-PSG,N3,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4172E0-PSG.edf,15000.000,120.0,ok,,2,100,12000,12.5,2.658509302
SC4172E0-PSG@REM,SC4172E0-PSG,REM,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4172E0-PSG.edf,51630.000,120.0,ok,,2,100,12000,6.75,3.150557148
SC4172E0-PSG@W,SC4172E0-PSG,W,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4172E0-PSG.edf,70785.000,120.0,ok,,2,100,12000,,
SC4181E0-PSG@N1,SC4181E0-PSG,N1,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4181E0-PSG.edf,26925.000,120.0,ok,,2,100,12000,8.25,1.639243228
SC4181E0-PSG@N2,SC4181E0-PSG,N2,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4181E0-PSG.edf,49590.000,120.0,ok,,2,100,12000,6.5,1.393162139
SC4181E0-PSG@N3,SC4181E0-PSG,N3,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4181E0-PSG.edf,34350.000,120.0,ok,,2,100,12000,8.5,1.748100348
SC4181E0-PSG@REM,SC4181E0-PSG,REM,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4181E0-PSG.edf,47430.000,120.0,ok,,2,100,12000,7.75,2.380856705
SC4181E0-PSG@W,SC4181E0-PSG,W,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4181E0-PSG.edf,67380.000,120.0,ok,,2,100,12000,5.25,3.671399177
SC4182E0-PSG@N1,SC4182E0-PSG,N1,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4182E0-PSG.edf,53805.000,120.0,ok,,2,100,12000,5.75,1.715769529
SC4182E0-PSG@N2,SC4182E0-PSG,N2,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4182E0-PSG.edf,49320.000,120.0,ok,,2,100,12000,12.75,2.343564071
SC4182E0-PSG@N3,SC4182E0-PSG,N3,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4182E0-PSG.edf,45945.000,120.0,ok,,2,100,12000,13,1.678940407
SC4182E0-PSG@REM,SC4182E0-PSG,REM,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4182E0-PSG.edf,51255.000,120.0,ok,,2,100,12000,7.5,2.547842499
SC4182E0-PSG@W,SC4182E0-PSG,W,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4182E0-PSG.edf,69765.000,120.0,ok,,2,100,12000,,
SC4191E0-PSG@N1,SC4191E0-PSG,N1,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4191E0-PSG.edf,68400.000,120.0,ok,,2,100,12000,9.5,3.046338965
SC4191E0-PSG@N2,SC4191E0-PSG,N2,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4191E0-PSG.edf,64395.000,120.0,ok,,2,100,12000,12.75,5.446381886
SC4191E0-PSG@N3,SC4191E0-PSG,N3,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4191E0-PSG.edf,37800.000,120.0,ok,,2,100,12000,13,6.244194754
SC4191E0-PSG@REM,SC4191E0-PSG,REM,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4191E0-PSG.edf,49365.000,120.0,ok,,2,100,12000,5.5,2.282094431
SC4191E0-PSG@W,SC4191E0-PSG,W,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4191E0-PSG.edf,17550.000,120.0,ok,,2,100,12000,11.5,3.179006518
SC4192E0-PSG@N1,SC4192E0-PSG,N1,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4192E0-PSG.edf,43935.000,120.0,ok,,2,100,12000,5.75,1.502462033
SC4192E0-PSG@N2,SC4192E0-PSG,N2,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4192E0-PSG.edf,68940.000,120.0,ok,,2,100,12000,13.25,10.75090244
SC4192E0-PSG@N3,SC4192E0-PSG,N3,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4192E0-PSG.edf,46680.000,120.0,ok,,2,100,12000,13,4.769654453
SC4192E0-PSG@REM,SC4192E0-PSG,REM,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4192E0-PSG.edf,53250.000,120.0,ok,,2,100,12000,8.75,1.577079703
SC4192E0-PSG@W,SC4192E0-PSG,W,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4192E0-PSG.edf,19590.000,120.0,ok,,2,100,12000,,
SC4211E0-PSG@N1,SC4211E0-PSG,N1,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4211E0-PSG.edf,50775.000,120.0,ok,,2,100,12000,9.5,1.480439014
SC4211E0-PSG@N2,SC4211E0-PSG,N2,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4211E0-PSG.edf,47625.000,120.0,ok,,2,100,12000,13.5,3.714194489
SC4211E0-PSG@N3,SC4211E0-PSG,N3,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4211E0-PSG.edf,28965.000,120.0,ok,,2,100,12000,13.25,0.9922914125
SC4211E0-PSG@REM,SC4211E0-PSG,REM,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4211E0-PSG.edf,35850.000,120.0,ok,,2,100,12000,8.5,1.72090869
SC4211E0-PSG@W,SC4211E0-PSG,W,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4211E0-PSG.edf,67995.000,120.0,ok,,2,100,12000,,
SC4212E0-PSG@N1,SC4212E0-PSG,N1,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4212E0-PSG.edf,30285.000,120.0,ok,,2,100,12000,14,1.772271664
SC4212E0-PSG@N2,SC4212E0-PSG,N2,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4212E0-PSG.edf,36270.000,120.0,ok,,2,100,12000,13.5,2.10084275
SC4212E0-PSG@N3,SC4212E0-PSG,N3,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4212E0-PSG.edf,37530.000,120.0,ok,,2,100,12000,13.25,1.495607989
SC4212E0-PSG@REM,SC4212E0-PSG,REM,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4212E0-PSG.edf,39960.000,120.0,ok,,2,100,12000,9.75,3.713161197
SC4212E0-PSG@W,SC4212E0-PSG,W,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4212E0-PSG.edf,15015.000,120.0,ok,,2,100,12000,,
SC4221E0-PSG@N1,SC4221E0-PSG,N1,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4221E0-PSG.edf,28560.000,120.0,ok,,2,100,12000,13.75,1.684862627
SC4221E0-PSG@N2,SC4221E0-PSG,N2,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4221E0-PSG.edf,46980.000,120.0,ok,,2,100,12000,9,2.387219704
SC4221E0-PSG@N3,SC4221E0-PSG,N3,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4221E0-PSG.edf,30360.000,120.0,ok,,2,100,12000,9.5,1.88586549
SC4221E0-PSG@REM,SC4221E0-PSG,REM,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4221E0-PSG.edf,33090.000,120.0,ok,,2,100,12000,,
SC4221E0-PSG@W,SC4221E0-PSG,W,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4221E0-PSG.edf,67515.000,120.0,ok,,2,100,12000,,
SC4222E0-PSG@N1,SC4222E0-PSG,N1,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4222E0-PSG.edf,24690.000,120.0,ok,,2,100,12000,14,3.623301969
SC4222E0-PSG@N2,SC4222E0-PSG,N2,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4222E0-PSG.edf,37485.000,120.0,ok,,2,100,12000,13.75,2.03481531
SC4222E0-PSG@N3,SC4222E0-PSG,N3,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4222E0-PSG.edf,25860.000,120.0,ok,,2,100,12000,10,2.674919024
SC4222E0-PSG@REM,SC4222E0-PSG,REM,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4222E0-PSG.edf,46485.000,120.0,ok,,2,100,12000,8.75,1.81670608
SC4222E0-PSG@W,SC4222E0-PSG,W,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4222E0-PSG.edf,68445.000,120.0,ok,,2,100,12000,,
SC4241E0-PSG@N1,SC4241E0-PSG,N1,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4241E0-PSG.edf,7770.000,120.0,ok,,2,100,12000,10.25,4.464783671
SC4241E0-PSG@N2,SC4241E0-PSG,N2,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4241E0-PSG.edf,51375.000,120.0,ok,,2,100,12000,14,4.677286766
SC4241E0-PSG@N3,SC4241E0-PSG,N3,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4241E0-PSG.edf,30000.000,120.0,ok,,2,100,12000,12,1.161288637
SC4241E0-PSG@REM,SC4241E0-PSG,REM,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4241E0-PSG.edf,42615.000,120.0,ok,,2,100,12000,9.5,3.843857126
SC4241E0-PSG@W,SC4241E0-PSG,W,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4241E0-PSG.edf,67470.000,120.0,ok,,2,100,12000,,
SC4242E0-PSG@N1,SC4242E0-PSG,N1,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4242E0-PSG.edf,28545.000,120.0,ok,,2,100,12000,10.25,3.709887294
SC4242E0-PSG@N2,SC4242E0-PSG,N2,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4242E0-PSG.edf,41565.000,120.0,ok,,2,100,12000,14.5,3.953969716
SC4242E0-PSG@N3,SC4242E0-PSG,N3,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4242E0-PSG.edf,30450.000,120.0,ok,,2,100,12000,14.5,1.912621532
SC4242E0-PSG@REM,SC4242E0-PSG,REM,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4242E0-PSG.edf,33810.000,120.0,ok,,2,100,12000,9.75,2.476971818
SC4242E0-PSG@W,SC4242E0-PSG,W,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4242E0-PSG.edf,69045.000,120.0,ok,,2,100,12000,5.75,3.31508456
SC4251E0-PSG@N1,SC4251E0-PSG,N1,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4251E0-PSG.edf,35280.000,120.0,ok,,2,100,12000,9.75,5.765743009
SC4251E0-PSG@N2,SC4251E0-PSG,N2,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4251E0-PSG.edf,49860.000,120.0,ok,,2,100,12000,13.5,2.819550429
SC4251E0-PSG@N3,SC4251E0-PSG,N3,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4251E0-PSG.edf,39030.000,120.0,ok,,2,100,12000,13.25,2.103567229
SC4251E0-PSG@REM,SC4251E0-PSG,REM,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4251E0-PSG.edf,40665.000,120.0,ok,,2,100,12000,5.25,1.7581588
SC4251E0-PSG@W,SC4251E0-PSG,W,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4251E0-PSG.edf,15180.000,120.0,ok,,2,100,12000,,
SC4252E0-PSG@N1,SC4252E0-PSG,N1,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4252E0-PSG.edf,53295.000,120.0,ok,,2,100,12000,9.75,1.451807641
SC4252E0-PSG@N2,SC4252E0-PSG,N2,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4252E0-PSG.edf,44610.000,120.0,ok,,2,100,12000,14,2.844771395
SC4252E0-PSG@N3,SC4252E0-PSG,N3,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4252E0-PSG.edf,40050.000,120.0,ok,,2,100,12000,13.25,3.641620763
SC4252E0-PSG@REM,SC4252E0-PSG,REM,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4252E0-PSG.edf,42315.000,120.0,ok,,2,100,12000,5.75,1.948797434
SC4252E0-PSG@W,SC4252E0-PSG,W,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4252E0-PSG.edf,14940.000,120.0,ok,,2,100,12000,5.75,3.15469317
SC4261F0-PSG@N1,SC4261F0-PSG,N1,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4261F0-PSG.edf,27525.000,120.0,ok,,2,100,12000,9,16.41865622
SC4261F0-PSG@N2,SC4261F0-PSG,N2,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4261F0-PSG.edf,46800.000,120.0,ok,,2,100,12000,9,1.422020874
SC4261F0-PSG@N3,SC4261F0-PSG,N3,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4261F0-PSG.edf,34980.000,120.0,ok,,2,100,12000,10.25,3.482463228
SC4261F0-PSG@REM,SC4261F0-PSG,REM,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4261F0-PSG.edf,50505.000,120.0,ok,,2,100,12000,8.75,2.988059708
SC4261F0-PSG@W,SC4261F0-PSG,W,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4261F0-PSG.edf,71220.000,120.0,ok,,2,100,12000,5.25,5.646336134
SC4262F0-PSG@N1,SC4262F0-PSG,N1,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4262F0-PSG.edf,39885.000,120.0,ok,,2,100,12000,9,5.369438926
SC4262F0-PSG@N2,SC4262F0-PSG,N2,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4262F0-PSG.edf,48870.000,120.0,ok,,2,100,12000,13.75,1.301068464
SC4262F0-PSG@N3,SC4262F0-PSG,N3,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4262F0-PSG.edf,32985.000,120.0,ok,,2,100,12000,10,3.155106456
SC4262F0-PSG@REM,SC4262F0-PSG,REM,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4262F0-PSG.edf,46650.000,120.0,ok,,2,100,12000,9.25,2.911257243
SC4262F0-PSG@W,SC4262F0-PSG,W,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4262F0-PSG.edf,15150.000,120.0,ok,,2,100,12000,,
SC4271F0-PSG@N1,SC4271F0-PSG,N1,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4271F0-PSG.edf,30570.000,120.0,ok,,2,100,12000,10.75,1.665718715
SC4271F0-PSG@N2,SC4271F0-PSG,N2,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4271F0-PSG.edf,42915.000,120.0,ok,,2,100,12000,9.25,1.339008236
SC4271F0-PSG@N3,SC4271F0-PSG,N3,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4271F0-PSG.edf,33630.000,120.0,ok,,2,100,12000,10.25,3.067190306
SC4271F0-PSG@REM,SC4271F0-PSG,REM,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4271F0-PSG.edf,50775.000,120.0,ok,,2,100,12000,12.25,1.373637284
SC4271F0-PSG@W,SC4271F0-PSG,W,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4271F0-PSG.edf,15015.000,120.0,ok,,2,100,12000,12.5,1.230869742
SC4272F0-PSG@N1,SC4272F0-PSG,N1,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4272F0-PSG.edf,67200.000,120.0,ok,,2,100,12000,10.75,1.320536262
SC4272F0-PSG@N2,SC4272F0-PSG,N2,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4272F0-PSG.edf,41205.000,120.0,ok,,2,100,12000,14,1.519403678
SC4272F0-PSG@N3,SC4272F0-PSG,N3,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4272F0-PSG.edf,56700.000,120.0,ok,,2,100,12000,10.25,2.595306538
SC4272F0-PSG@REM,SC4272F0-PSG,REM,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4272F0-PSG.edf,65010.000,120.0,ok,,2,100,12000,10.5,1.837173891
SC4272F0-PSG@W,SC4272F0-PSG,W,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4272F0-PSG.edf,20205.000,120.0,ok,,2,100,12000,,
SC4281G0-PSG@N1,SC4281G0-PSG,N1,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4281G0-PSG.edf,38490.000,120.0,ok,,2,100,12000,7.25,1.719128667
SC4281G0-PSG@N2,SC4281G0-PSG,N2,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4281G0-PSG.edf,60600.000,120.0,ok,,2,100,12000,13.5,3.575113871
SC4281G0-PSG@N3,SC4281G0-PSG,N3,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4281G0-PSG.edf,41550.000,120.0,ok,,2,100,12000,9.5,2.457275478
SC4281G0-PSG@REM,SC4281G0-PSG,REM,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4281G0-PSG.edf,64110.000,120.0,ok,,2,100,12000,5.25,3.115795073
SC4281G0-PSG@W,SC4281G0-PSG,W,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4281G0-PSG.edf,18705.000,120.0,ok,,2,100,12000,8.25,5.066672175
SC4282G0-PSG@N1,SC4282G0-PSG,N1,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4282G0-PSG.edf,39945.000,120.0,ok,,2,100,12000,11.25,1.398214149
SC4282G0-PSG@N2,SC4282G0-PSG,N2,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4282G0-PSG.edf,64200.000,120.0,ok,,2,100,12000,7.75,1.619495695
SC4282G0-PSG@N3,SC4282G0-PSG,N3,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4282G0-PSG.edf,46590.000,120.0,ok,,2,100,12000,12.5,2.41641744
SC4282G0-PSG@REM,SC4282G0-PSG,REM,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4282G0-PSG.edf,49365.000,120.0,ok,,2,100,12000,13.25,2.714320791
SC4282G0-PSG@W,SC4282G0-PSG,W,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4282G0-PSG.edf,19680.000,120.0,ok,,2,100,12000,8.25,5.401035673
SC4291G0-PSG@N1,SC4291G0-PSG,N1,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4291G0-PSG.edf,50400.000,120.0,ok,,2,100,12000,9.25,4.854643955
SC4291G0-PSG@N2,SC4291G0-PSG,N2,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4291G0-PSG.edf,48225.000,120.0,ok,,2,100,12000,13.25,1.756825842
SC4291G0-PSG@N3,SC4291G0-PSG,N3,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4291G0-PSG.edf,42060.000,120.0,ok,,2,100,12000,13.25,2.802938296
SC4291G0-PSG@REM,SC4291G0-PSG,REM,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4291G0-PSG.edf,44415.000,120.0,ok,,2,100,12000,5.75,1.413896987
SC4291G0-PSG@W,SC4291G0-PSG,W,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4291G0-PSG.edf,13155.000,120.0,ok,,2,100,12000,10,2.550615395
SC4292G0-PSG@N1,SC4292G0-PSG,N1,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4292G0-PSG.edf,38355.000,120.0,ok,,2,100,12000,7.5,2.866499551
SC4292G0-PSG@N2,SC4292G0-PSG,N2,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4292G0-PSG.edf,41460.000,120.0,ok,,2,100,12000,7.75,2.049894461
SC4292G0-PSG@N3,SC4292G0-PSG,N3,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4292G0-PSG.edf,31425.000,120.0,ok,,2,100,12000,9.5,2.100070139
SC4292G0-PSG@REM,SC4292G0-PSG,REM,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4292G0-PSG.edf,39510.000,120.0,ok,,2,100,12000,8,2.254456063
SC4292G0-PSG@W,SC4292G0-PSG,W,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4292G0-PSG.edf,71130.000,120.0,ok,,2,100,12000,6,2.339572872
SC4301E0-PSG@N1,SC4301E0-PSG,N1,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4301E0-PSG.edf,39915.000,120.0,ok,,2,100,12000,,
SC4301E0-PSG@N2,SC4301E0-PSG,N2,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4301E0-PSG.edf,41400.000,120.0,ok,,2,100,12000,13.75,3.116115641
SC4301E0-PSG@N3,SC4301E0-PSG,N3,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4301E0-PSG.edf,35940.000,120.0,ok,,2,100,12000,14.5,3.048874803
SC4301E0-PSG@REM,SC4301E0-PSG,REM,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4301E0-PSG.edf,45675.000,120.0,ok,,2,100,12000,7,1.811342912
SC4301E0-PSG@W,SC4301E0-PSG,W,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4301E0-PSG.edf,14010.000,120.0,ok,,2,100,12000,,
SC4302E0-PSG@N1,SC4302E0-PSG,N1,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4302E0-PSG.edf,43275.000,120.0,ok,,2,100,12000,5.75,2.712701796
SC4302E0-PSG@N2,SC4302E0-PSG,N2,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4302E0-PSG.edf,52935.000,120.0,ok,,2,100,12000,14.25,2.524914064
SC4302E0-PSG@N3,SC4302E0-PSG,N3,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4302E0-PSG.edf,46425.000,120.0,ok,,2,100,12000,10.25,5.275361552
SC4302E0-PSG@REM,SC4302E0-PSG,REM,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4302E0-PSG.edf,54780.000,120.0,ok,,2,100,12000,,
SC4302E0-PSG@W,SC4302E0-PSG,W,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4302E0-PSG.edf,16620.000,120.0,ok,,2,100,12000,6.25,2.741378633
SC4311E0-PSG@N1,SC4311E0-PSG,N1,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4311E0-PSG.edf,41715.000,120.0,ok,,2,100,12000,11.25,1.549816002
SC4311E0-PSG@N2,SC4311E0-PSG,N2,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4311E0-PSG.edf,47295.000,120.0,ok,,2,100,12000,14,3.644010692
